QUESTION	ID	COPIED_B	HOB	SCORE	CORRECT?			ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
66	72	2	Yoga	78	1																																																																																																							
66	3	2	Walking the dog	73	1																																																																																																							
66	97	1	Hockey	76	1																																																																																																							
66	30	0	Sewing	52	1																																																																																																							
67	59	5	Drawing	54	1																																																																																																							
67	1	3	Horse Riding	68	0																																																																																																							
67	7	1	Writing	60	0																																																																																																							
67	22	1	Cricket	48	1																																																																																																							
67	23	0	Cooking	80	1																																																																																																							
68	70	4	Reading	70	1																																																																																																							
68	66	1	Skateboarding	64	1																																																																																																							
68	82	1	Jigsaws	71	0																																																																																																							
68	11	0	Gym	47	0																																																																																																							
68	12	0	Singing	58	0																																																																																																							
69	59	5	Collecting Ornaments	54	1																																																																																																							
69	18	2	Swimming	63	0																																																																																																							
69	20	2	Cycling	82	0																																																																																																							
69	24	1	Netball	67	0																																																																																																							
69	6	0	Running	48	0																																																																																																							
70	70	4	Cooking	70	0																																																																																																							
70	28	2	Art	66	1																																																																																																							
70	40	1	Table Tennis	65	1																																																																																																							
70	41	1	Hiking	67	0																																																																																																							
70	8	0	Dancing	62	0																																																																																																							
71	68	6	Skating	53	0																																																																																																							
71	72	2	Yoga	78	0																																																																																																							
71	82	1	Jigsaws	71	1																																																																																																							
71	81	0	Cycling	70	1																																																																																																							
71	80	0	Gym	44	0																																																																																																							
72	59	5	Drawing	54	1																																																																																																							
72	54	3	Cooking	60	1																																																																																																							
72	63	1	Zumba	55	1																																																																																																							
72	60	0	Fishing	50	1																																																																																																							
72	61	0	Cycling	66	1																																																																																																							
73	45	6	Painting	76	1																																																																																																							
73	29	3	Tennis	52	0																																																																																																							
73	33	1	Gardening	84	0																																																																																																							
73	32	0	Cricket	49	0																																																																																																							
73	31	0	Cooking	68	1																																																																																																							
74	70	4	Reading	70	1																																																																																																							
74	83	2	Sailing	69	1																																																																																																							
74	86	1	Going to the Opera	80	1																																																																																																							
74	87	0	Football	61	0																																																																																																							
74	88	0	Running	57	1																																																																																																							
75	68	6	Gym	53	1																																																																																																							
75	95	3	Gaming	59	0																																																																																																							
75	94	1	Meditation	68	1																																																																																																							
75	92	1	Running	49	0																																																																																																							
75	93	0	Cycling	66	1																																																																																																							
76	45	6	Painting	76	1																																																																																																							
76	72	2	Yoga	78	1																																																																																																							
76	3	2	Walking the dog	73	1																																																																																																							
76	97	1	Hockey	76	1																																																																																																							
76	30	0	Sewing	52	1																																																																																																							
77	59	5	Drawing	54	0																																																																																																							
77	1	3	Horse Riding	68	1																																																																																																							
77	7	1	Writing	60	1																																																																																																							
77	22	1	Cricket	48	0																																																																																																							
77	23	0	Cooking	80	0																																																																																																							
78	70	4	Reading	70	1																																																																																																							
78	66	1	Skateboarding	64	0																																																																																																							
78	82	1	Jigsaws	71	1																																																																																																							
78	11	0	Gym	47	1																																																																																																							
78	12	0	Singing	58	1																																																																																																							
79	59	5	Collecting Ornaments	54	1																																																																																																							
79	18	2	Swimming	63	0																																																																																																							
79	20	2	Cycling	82	1																																																																																																							
79	24	1	Netball	67	1																																																																																																							
79	6	0	Running	48	0																																																																																																							
80	70	4	Cooking	70	1																																																																																																							
80	28	2	Art	66	0																																																																																																							
80	40	1	Table Tennis	65	1																																																																																																							
80	41	1	Hiking	67	1																																																																																																							
80	8	0	Dancing	62	1																																																																																																							
81	68	6	Skating	53	0																																																																																																							
81	72	2	Yoga	78	1																																																																																																							
81	82	1	Jigsaws	71	1																																																																																																							
81	81	0	Cycling	70	1																																																																																																							
81	80	0	Gym	44	1																																																																																																							
82	59	5	Drawing	54	1																																																																																																							
82	54	3	Cooking	60	1																																																																																																							
82	63	1	Zumba	55	0																																																																																																							
82	60	0	Fishing	50	1																																																																																																							
82	61	0	Cycling	66	1																																																																																																							
83	45	6	Painting	76	1																																																																																																							
83	29	3	Tennis	52	0																																																																																																							
83	33	1	Gardening	84	0																																																																																																							
83	32	0	Cricket	49	0																																																																																																							
83	31	0	Cooking	68	0																																																																																																							
84	70	4	Reading	70	0																																																																																																							
84	83	2	Sailing	69	0																																																																																																							
84	86	1	Going to the Opera	80	1																																																																																																							
84	87	0	Football	61	0																																																																																																							
84	88	0	Running	57	1																																																																																																							
85	68	6	Gym	53	1																																																																																																							
85	95	3	Gaming	59	1																																																																																																							
85	94	1	Meditation	68	1																																																																																																							
85	92	1	Running	49	1																																																																																																							
85	93	0	Cycling	66	1																																																																																																							
86	45	6	Painting	76	1																																																																																																							
86	72	2	Yoga	78	1																																																																																																							
86	3	2	Walking the dog	73	0																																																																																																							
86	97	1	Hockey	76	1																																																																																																							
86	30	0	Sewing	52	0																																																																																																							
87	59	5	Drawing	54	0																																																																																																							
87	1	3	Horse Riding	68	0																																																																																																							
87	7	1	Writing	60	1																																																																																																							
87	22	1	Cricket	48	1																																																																																																							
87	23	0	Cooking	80	1																																																																																																							
88	70	4	Reading	70	0																																																																																																							
88	66	1	Skateboarding	64	1																																																																																																							
88	82	1	Jigsaws	71	1																																																																																																							
88	11	0	Gym	47	0																																																																																																							
88	12	0	Singing	58	1																																																																																																							
89	59	5	Collecting Ornaments	54	1																																																																																																							
89	18	2	Swimming	63	0																																																																																																							
89	20	2	Cycling	82	0																																																																																																							
89	24	1	Netball	67	1																																																																																																							
89	6	0	Running	48	0																																																																																																							
90	70	4	Cooking	70	0																																																																																																							
90	28	2	Art	66	0																																																																																																							
90	40	1	Table Tennis	65	1																																																																																																							
90	41	1	Hiking	67	0																																																																																																							
90	8	0	Dancing	62	0																																																																																																							
91	68	6	Skating	53	0																																																																																																							
91	72	2	Yoga	78	1																																																																																																							
91	82	1	Jigsaws	71	0																																																																																																							
91	81	0	Cycling	70	0																																																																																																							
91	80	0	Gym	44	0																																																																																																							
92	59	5	Drawing	54	1																																																																																																							
92	54	3	Cooking	60	1																																																																																																							
92	63	1	Zumba	55	1																																																																																																							
92	60	0	Fishing	50	0																																																																																																							
92	61	0	Cycling	66	0																																																																																																							
93	45	6	Painting	76	1																																																																																																							
93	29	3	Tennis	52	0																																																																																																							
93	33	1	Gardening	84	1																																																																																																							
93	32	0	Cricket	49	1																																																																																																							
93	31	0	Cooking	68	1																																																																																																							
94	70	4	Reading	70	0																																																																																																							
94	83	2	Sailing	69	1																																																																																																							
94	86	1	Going to the Opera	80	0																																																																																																							
94	87	0	Football	61	1																																																																																																							
94	88	0	Running	57	1																																																																																																							
95	68	6	Gym	53	1																																																																																																							
95	95	3	Gaming	59	1																																																																																																							
95	94	1	Meditation	68	0																																																																																																							
95	92	1	Running	49	0																																																																																																							
95	93	0	Cycling	66	0																																																																																																							
96	45	6	Painting	76	1																																																																																																							
96	72	2	Yoga	78	0																																																																																																							
96	3	2	Walking the dog	73	0																																																																																																							
96	97	1	Hockey	76	0																																																																																																							
96	30	0	Sewing	52	0																																																																																																							
97	59	5	Drawing	54	1																																																																																																							
97	1	3	Horse Riding	68	1																																																																																																							
97	7	1	Writing	60	1																																																																																																							
97	22	1	Cricket	48	1																																																																																																							
97	23	0	Cooking	80	1																																																																																																							
98	70	4	Reading	70	0																																																																																																							
98	66	1	Skateboarding	64	1																																																																																																							
98	82	1	Jigsaws	71	1																																																																																																							
98	11	0	Gym	47	0																																																																																																							
98	12	0	Singing	58	0																																																																																																							
99	59	5	Collecting Ornaments	54	0																																																																																																							
99	18	2	Swimming	63	1																																																																																																							
99	20	2	Cycling	82	1																																																																																																							
99	24	1	Netball	67	1																																																																																																							
99	6	0	Running	48	1																																																																																																							
100	70	4	Cooking	70	1																																																																																																							
100	28	2	Art	66	0																																																																																																							
100	40	1	Table Tennis	65	1																																																																																																							
100	41	1	Hiking	67	1																																																																																																							
100	8	0	Dancing	62	1																																																																																																							
																																																																																																												
